,Nick,Faction,T,VP,GP,Diff,T,VP,GP,Diff,T,VP,GP,Diff,T,VP,GP,Diff,VP,GP,Diff,S0S
1,Brin,Lady Harrow's Mournflight,2,1,50,23,1,1,29,16,1,1,34,32,1,0,56,14,3,169,85,
2,Proxy,Garrek’s Reavers,2,0,27,-23,2,1,33,11,3,1,36,7,3,1,7,7,3,103,2,
3,Boris,The Grymwatch,3,1,43,27,1,0,13,-16,2,1,44,-5,2,0,22,-10,2,122,-4,
4,Voron,The Wurmspat,1,1,28,17,2,0,22,-11,1,0,2,-32,2,1,32,10,2,84,-16,
5,Doctor,Hrothgorn’s Mantrappers,1,0,11,-17,3,1,38,15,2,0,49,5,3,0,0,-7,1,98,-4,
6,Sasha,Zarbag's Gitz,3,0,16,-27,3,0,23,-15,3,0,29,-7,1,1,42,-14,1,110,-63,
