#,Name,T,V,D,T,V,D,T,V,D
1,Владимир Владимирович,1,3,6,2,3,8,1,-3,-4
2,Дмитрий Дмитрушенко,2,-3,-4,3,-3,-1,4,-3,-8
3,Александр Каревский,3,-3,-11,4,-3,-2,-1,1,0
4,Максим Каревский,4,-3,-29,-1,1,0,4,3,8
5,Павел Аленчев,-1,1,0,3,3,1,2,3,11
6,Марк,1,-3,-6,4,3,2,3,3,8
7,Максим Федоров,2,3,4,2,-3,-8,3,-3,-8
8,Анна Мельникова,3,3,11,1,3,7,1,3,4
9,Михаил Ковальков,4,3,29,1,-3,-7,2,-3,-11
